,date,day_1_neg,day_1_neu,day_1_pos,week_1_neg,week_1_neu,week_1_pos,month_1_neg,month_1_neu,month_1_pos,year_1_neg,year_1_neu,year_1_pos,rest_neg,rest_neu,rest_pos,"Accounts Receivable, after Allowance for Credit Loss, Current","Accumulated Other Comprehensive Income (Loss), Net of Tax",Additional Paid in Capital,Assets,"Assets, Current","Cash and Cash Equivalents, at Carrying Value","Common Stock, Par or Stated Value Per Share","Common Stock, Shares Authorized","Common Stock, Shares, Outstanding","Common Stock, Value, Issued",Cost of Goods and Services Sold,Deferred Income Tax Expense (Benefit),Interest Expense,"Common Stock, Shares, Issued",Increase (Decrease) in Inventories,Goodwill,"Earnings Per Share, Diluted",General and Administrative Expense,"Income (Loss) from Continuing Operations before Equity Method Investments, Income Taxes, Noncontrolling Interest",Income Tax Expense (Benefit),Increase (Decrease) in Accounts Payable,"Earnings Per Share, Basic",Liabilities and Equity,"Liabilities, Current","Long-term Debt, Excluding Current Maturities","Marketable Securities, Current",Marketing Expense,Net Cash Provided by (Used in) Investing Activities,Net Cash Provided by (Used in) Operating Activities,Net Income (Loss) Attributable to Parent,Nonoperating Income (Expense),Operating Income (Loss),"Other Assets, Noncurrent","Other Liabilities, Noncurrent","Inventory, Net",Other Nonoperating Income (Expense),"Investment Income, Interest",Net Cash Provided by (Used in) Financing Activities,"Preferred Stock, Shares Authorized","Preferred Stock, Par or Stated Value Per Share","Preferred Stock, Shares Issued","Preferred Stock, Shares Outstanding","Preferred Stock, Value, Issued","Share-based Payment Arrangement, Noncash Expense",Stockholders' Equity Attributable to Parent,"Treasury Stock, Value","Weighted Average Number of Shares Outstanding, Diluted","Weighted Average Number of Shares Outstanding, Basic",Retained Earnings (Accumulated Deficit),"Accounts Payable, Current","Comprehensive Income (Loss), Net of Tax, Attributable to Parent","OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, after Tax",Unrecognized Tax Benefits,Costs and Expenses,"Income Taxes Paid, Net",Incremental Common Shares Attributable to Dilutive Effect of Share-based Payment Arrangements,"OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, Tax","Share-based Payment Arrangement, Nonvested Award, Cost Not yet Recognized, Amount",Other Noncash Income (Expense),Long-term Debt,"Long-term Debt, Current Maturities","Contractual Obligation, to be Paid, Year Two","Contractual Obligation, to be Paid, Year Three","Contractual Obligation, to be Paid, Year Four","OCI, Debt Securities, Available-for-Sale, Gain (Loss), after Adjustment and Tax","Other Comprehensive Income (Loss), Net of Tax","Long-term Debt, Gross","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Tax","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Net of Tax",Increase (Decrease) in Accrued Liabilities and Other Operating Liabilities,Increase (Decrease) in Accounts Receivable and Other Operating Assets,Other Commitment,"Other Commitment, to be Paid, Year Four","Other Commitment, to be Paid, Year Three","Other Commitment, to be Paid, Year Two","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Four",Unrecorded Unconditional Purchase Obligation,"Unrecorded Unconditional Purchase Obligation, to be Paid, Year Three","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Two",Payments to Acquire Marketable Securities,Open,High,Low,Close,Adj Close,Volume,Close_diff_perc
642,7/17/2018,0.331353423,0.478576125,0.190070446,0.054708816,0.719257713,0.226033522,0.128496658,0.666861138,0.204642228,0.282364069,0.557100508,0.16053542,0.227380401,0.580830321,0.191789277,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,90.578003,92.584503,89.869003,92.196503,92.196503,113658000,0.07113329823492644
643,7/18/2018,0.142405182,0.62957661,0.228018243,0.074472228,0.694700976,0.230826848,0.128891842,0.666189626,0.204918557,0.282637787,0.556940009,0.160422201,0.227278069,0.580893448,0.191828482,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,92.400002,92.944,91.563499,92.146004,92.146004,97238000,-0.0033527104282273404
644,7/19/2018,0.098352115,0.410704729,0.490943154,0.117546962,0.634064293,0.24838879,0.129144201,0.66663549,0.204220334,0.282638598,0.556909314,0.160452085,0.227256489,0.580864961,0.191878549,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,91.473,92.050003,90.563499,90.648499,90.648499,93538000,-0.10106422206113455
645,7/20/2018,0.323229361,0.363524151,0.313246485,0.144901349,0.590315818,0.264782871,0.130140387,0.666054114,0.203805524,0.28296612,0.556419156,0.160614721,0.22727514,0.580822722,0.191902136,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,91.250504,91.741997,90.502998,90.684998,90.684998,77688000,0.00246226783320269
646,7/23/2018,0.044006042,0.700363971,0.255629996,0.111763904,0.63570522,0.252530888,0.124809916,0.669233424,0.205956685,0.282122648,0.556972054,0.160905295,0.226772613,0.581145854,0.192081532,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,90.610497,90.949997,88.499496,90.099998,90.099998,77770000,-0.03972106261902469
647,7/24/2018,0.018341994,0.890503469,0.091154527,0.082788005,0.6642983,0.252913707,0.124907867,0.670627716,0.204464441,0.282116251,0.556982541,0.160901205,0.226742117,0.581192465,0.192065416,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,91.4505,92.0,90.469002,91.461998,91.461998,85574000,0.09110164032360804
648,7/25/2018,0.250478269,0.409923838,0.339597901,0.068144932,0.666431865,0.265423209,0.125269241,0.671206738,0.203524045,0.282225444,0.556930143,0.160844409,0.226743778,0.581180481,0.19207574,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,91.464996,93.192001,91.132004,93.180496,93.180496,74764000,0.11282719380350989
649,7/26/2018,0.019708883,0.162558771,0.817732359,0.053007131,0.552068819,0.394924057,0.123109834,0.660827594,0.216062596,0.281874633,0.556392254,0.16173311,0.226534489,0.580757301,0.192708209,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,91.949997,92.234001,90.224998,90.400002,90.400002,198488000,-0.18816692841519295
650,7/27/2018,0.033311478,0.153147693,0.813540833,0.039278106,0.513330092,0.447391809,0.122420836,0.65509187,0.222487318,0.279601026,0.558678934,0.161720037,0.226426496,0.580518309,0.193055194,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,93.802498,94.002502,90.3265,90.863503,90.863503,193620000,0.03120692470438703
651,7/30/2018,0.005528604,0.121481278,0.872990107,0.028442091,0.250581324,0.720976588,0.118893913,0.649777296,0.231328815,0.277147871,0.56034977,0.162502355,0.22629559,0.580248172,0.193456237,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,91.366501,91.474998,88.301003,88.960999,88.960999,131246000,-0.1308325182729136
652,7/31/2018,0.020064411,0.2040025,0.775933083,0.026852462,0.166101799,0.807045743,0.11796997,0.646753264,0.23527679,0.277040782,0.560181182,0.162778033,0.226228047,0.580124947,0.193647005,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,89.324501,90.091499,86.966003,88.872002,88.872002,114774000,-0.00612632704434195
653,8/1/2018,0.054937976,0.174009639,0.771052401,0.027873704,0.162411094,0.809715208,0.123407322,0.626263226,0.250329477,0.27686942,0.559844337,0.16328624,0.226113166,0.579852574,0.194034259,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,89.199997,89.921997,88.801003,89.858498,89.858498,83062000,0.06716235981836732
654,8/2/2018,0.043391856,0.258911604,0.697696561,0.032475721,0.17128199,0.796242294,0.124396268,0.620787528,0.254816229,0.27692014,0.559783206,0.16329665,0.226069177,0.579775467,0.194155354,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,89.438499,91.828003,89.300003,91.716499,91.716499,87094000,0.12393336691606885
655,8/3/2018,0.253577137,0.588914536,0.157508324,0.141339666,0.375704451,0.482955883,0.129283296,0.619805111,0.250911617,0.276901081,0.559859739,0.163239176,0.226122932,0.579796796,0.19408027,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,91.887001,92.050003,91.074997,91.164497,91.164497,69210000,-0.037042874875679296
656,8/6/2018,0.219225263,0.459575635,0.321199124,0.186758023,0.43487891,0.378363074,0.096612164,0.636227726,0.267160136,0.276996215,0.559778649,0.163225132,0.226135282,0.579658763,0.194205953,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,91.290497,92.388496,90.945999,92.387497,92.387497,67836000,0.08098470962544824
657,8/7/2018,0.368389105,0.469919509,0.161691405,0.224201415,0.457096582,0.318702012,0.09309363,0.638870563,0.268035833,0.277083182,0.559729988,0.163186827,0.226220454,0.579593059,0.194186485,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,92.726501,93.486,92.313499,93.124001,93.124001,67550000,0.048384165669389564
658,8/8/2018,0.40708563,0.442373819,0.150540535,0.27353037,0.501873191,0.224596444,0.079621111,0.648052275,0.272326643,0.27721021,0.559681848,0.163107938,0.226310776,0.57953132,0.194157902,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,93.050003,94.5755,92.724998,94.325996,94.325996,79260000,0.07795806212799815
659,8/9/2018,0.274637302,0.373096173,0.352266529,0.287028382,0.505709115,0.207262508,0.082609273,0.636737648,0.280653115,0.277219401,0.559631065,0.163149531,0.226327056,0.57947305,0.194199892,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,94.099998,95.7285,93.874001,94.926003,94.926003,97208000,0.03866881790114246
660,8/10/2018,0.083779666,0.5531789,0.363041438,0.295655424,0.452237403,0.252107184,0.102858768,0.587018364,0.310122899,0.277193713,0.559645762,0.163160521,0.226301932,0.579468416,0.194229651,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,94.425499,94.974998,93.9105,94.315002,94.315002,72798000,-0.03963244962085548
661,8/13/2018,0.083980165,0.722682583,0.193337279,0.29375324,0.497066571,0.209180196,0.144294718,0.487693684,0.368011611,0.27722492,0.559823907,0.16295117,0.226262693,0.579490791,0.194246514,0.048311991,1.0,0.064929309,0.061236764,0.071848748,0.18871432,-1,0,0.004123711,0.0,-0.003351228,-1.985815603,0.039393939,0.005905512,-1.490990991,0.041529728,0.666666667,0.041237113,0.35960334,-0.742160279,-1.264584965,0.666666667,0.061236764,0.057362889,-8.12e-05,-0.127911186,0.074842534,4.05065666,-5.159128978,0.555555556,33.36363636,0.548002076,0.11137151,0.065364185,0.071098266,-1.539748954,0.175,-0.355822551,0,-1,-1,-1,-1,0.241962775,0.112258844,0.0,0.004016064,0.004132231,0.226270203,0.098720801,0.257594168,-1.022727273,0.269230769,0.016043978,-0.415204678,0.0,-1.0,0.266666667,-1.597826087,-0.000887383,-0.41509434,0.072733078,0.090303419,0.129354338,-1.047619048,-28.29411765,0.0,-1.0,-0.5,-0.907865169,-2.325558795,0.319687719,0.859375,0.246171967,0.2078125,0.019895629,-0.052678571,0.013576057,0.01497089,0.142553191,94.925003,96.25,94.683502,94.809998,94.809998,110630000,0.031940177518377584
